CustomerID,CustomerName,BirthDate,Gender,MaritalStatus,TotalChildren,HouseOwnerFlag,NumberCarsOwned,Education,Occupation,Continent,Country,State,City,YearlyIncome,DateFirstPurchase
28497,Alvin Yang,1966-03-11,M,S,1,0,0,Partial College,Manual,Europe,Germany,Saarland,Saarbr├╝cken,20000.00,2013-07-07
28498,Tabitha Ruiz,1970-04-07,F,S,1,0,1,High School,Manual,Europe,France,Essonne,Verrieres Le Buisson,10000.00,2013-02-17
28499,Lydia Srini,1970-12-03,F,S,2,1,1,Partial College,Manual,Europe,Germany,Hessen,Berlin,20000.00,2013-07-09
28500,Jermaine Gonzalez,1965-05-15,M,S,2,0,1,Partial College,Manual,Europe,Germany,Nordrhein-Westfalen,Berlin,20000.00,2013-07-13
28501,Gerald Perez,1965-03-03,M,S,2,0,1,Partial College,Manual,Europe,Germany,Hamburg,Bonn,20000.00,2013-08-25
28502,Dominique Jordan,1965-04-09,F,S,2,0,1,Partial College,Manual,Europe,Germany,Hessen,Dresden,20000.00,2013-07-31
28503,Jay Sanz,1970-10-05,M,S,3,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Milton Keynes,30000.00,2013-12-11
28504,Reginald Gomez,1969-09-21,M,S,2,0,1,Partial College,Manual,Europe,France,Seine (Paris),Paris,20000.00,2011-12-17
28505,Barbara Xie,1963-09-05,F,M,1,0,0,Graduate Degree,Clerical,Europe,Germany,Bayern,Grevenbroich,30000.00,2013-08-22
28506,Ruth Schmidt,1966-05-04,F,S,3,1,0,Graduate Degree,Clerical,Europe,France,Essonne,Les Ulis,40000.00,2012-01-11
28507,Deanna Suri,1964-12-05,F,M,3,1,0,Bachelors,Clerical,Europe,Germany,Nordrhein-Westfalen,Hannover,30000.00,2013-08-20
28508,Jaime Romero,1965-04-15,F,M,0,1,0,Bachelors,Clerical,Europe,United Kingdom,England,Peterborough,30000.00,2013-12-11
28509,Audrey Diaz,1964-08-18,F,S,0,1,0,Bachelors,Clerical,Europe,Germany,Hessen,Dresden,30000.00,2013-08-14
28510,Gregory Andersen,1964-09-19,M,S,0,1,0,Bachelors,Clerical,Europe,France,Yveline,Saint Germain en Laye,30000.00,2012-01-15
28511,Chase Rivera,1981-03-13,M,S,0,0,1,Partial College,Manual,Europe,United Kingdom,England,Gateshead,20000.00,2013-12-21
28512,Dwayne Alonso,1981-11-08,M,S,0,0,1,Partial College,Manual,Europe,France,Seine (Paris),Paris,20000.00,2012-02-21
28513,Molly Fernandez,1976-01-21,F,M,0,0,1,Partial College,Manual,Europe,Germany,Hessen,Frankfurt,20000.00,2013-08-28
28514,Lisa Chen,1974-12-09,F,S,2,0,0,High School,Manual,Europe,France,Essonne,Les Ulis,10000.00,2013-04-27
28515,Tony Lal,1980-12-23,M,M,2,1,0,High School,Manual,Europe,United Kingdom,England,London,10000.00,2013-12-19
28516,Vincent Lin,1975-10-11,M,S,0,0,0,Bachelors,Clerical,Europe,United Kingdom,England,London,30000.00,2013-12-01
28517,Troy Gonzalez,1975-01-23,M,S,0,0,1,Partial College,Manual,Europe,United Kingdom,England,Lancaster,20000.00,2013-12-28
28518,Tammy Sanchez,1975-05-17,F,S,0,0,0,Bachelors,Clerical,Europe,Germany,Saarland,Frankfurt am Main,30000.00,2013-07-31
28519,J├⌐sus Ramos,1975-04-14,M,M,1,1,0,Bachelors,Clerical,Europe,France,Hauts de Seine,Colombes,30000.00,2012-02-21
28520,Susan Liang,1974-10-03,F,M,0,1,0,Graduate Degree,Clerical,Europe,France,Seine et Marne,Lieusaint,40000.00,2012-02-28
28521,Bradley Tang,1975-03-15,M,S,0,0,0,Graduate Degree,Clerical,Europe,Germany,Hessen,Duesseldorf,40000.00,2013-09-04
28522,Rosa Ma,1980-07-03,F,M,0,1,0,Graduate Degree,Skilled Manual,Europe,Germany,Saarland,Sulzbach Taunus,60000.00,2013-09-25
28523,Charles James,1980-01-06,M,S,0,1,0,Graduate Degree,Skilled Manual,Europe,United Kingdom,England,Cheltenham,60000.00,2013-06-16
28524,Paula Gill,1975-03-08,F,M,0,1,0,Graduate Degree,Skilled Manual,Europe,United Kingdom,England,London,60000.00,2013-06-21
28525,Dominic Rodriguez,1958-05-04,M,S,2,0,1,Partial College,Manual,Europe,United Kingdom,England,Lancaster,20000.00,2013-12-23
28526,Luke Yang,1964-07-05,M,S,2,1,2,High School,Manual,Europe,United Kingdom,England,Newcastle upon Tyne,10000.00,2013-12-21
28527,Dwayne Rubio,1973-12-19,M,S,2,0,1,High School,Manual,Europe,United Kingdom,England,West Sussex,10000.00,2013-12-21
28528,Tasha Chande,1979-06-16,F,M,1,0,0,Partial College,Manual,Europe,Germany,Hessen,Duesseldorf,20000.00,2013-09-23
28529,Tara Chande,1973-12-06,F,S,1,1,1,Partial College,Manual,Europe,France,Loiret,Orleans,20000.00,2012-02-26
28530,Gavin Powell,1974-03-15,M,S,1,0,1,Partial College,Manual,Europe,United Kingdom,England,York,20000.00,2013-11-29
28531,Jared Reed,1974-05-06,M,S,1,0,0,Bachelors,Clerical,Europe,Germany,Saarland,Saarlouis,30000.00,2013-09-02
28532,Tony Xie,1974-06-05,M,M,1,1,0,Bachelors,Clerical,Europe,France,Seine (Paris),Paris,30000.00,2012-02-01
28533,Clayton Sun,1976-04-08,M,S,3,1,1,Bachelors,Professional,Pacific,Australia,New South Wales,Springwood,60000.00,2013-02-03
28534,Sabrina Romero,1970-12-03,F,M,3,0,2,Bachelors,Professional,Pacific,Australia,Victoria,Melton,60000.00,2013-07-17
28535,Leslie Ferrier,1979-01-06,F,S,0,1,1,Bachelors,Professional,Pacific,Australia,Victoria,Geelong,70000.00,2013-02-05
28536,Martha Guo,1969-08-14,F,M,3,1,2,Bachelors,Professional,Pacific,Australia,Victoria,Bendigo,60000.00,2013-02-23
28537,Christian Hayes,1932-01-13,M,S,1,0,1,Bachelors,Professional,Pacific,Australia,Queensland,Brisbane,50000.00,2013-06-11
28538,Jerome Sanz,1978-11-16,M,S,0,0,2,Partial High School,Manual,Europe,Germany,Hamburg,Frankfurt am Main,10000.00,2013-08-24
28539,Barbara Zhou,1979-02-02,F,S,0,0,2,Partial High School,Manual,Europe,France,Nord,Lille,10000.00,2013-04-12
28540,Leah Zhang,1980-05-25,F,M,0,0,1,Partial College,Clerical,Europe,France,Hauts de Seine,Courbevoie,30000.00,2012-02-17
28541,Isabella Perez,1979-10-01,F,S,0,0,1,Partial College,Clerical,Europe,France,Yveline,Saint Germain en Laye,30000.00,2012-02-03
28542,Martha Zhao,1985-02-14,F,S,0,1,1,Partial College,Clerical,Europe,France,Val de Marne,Orly,30000.00,2013-02-18
28543,Roger Ye,1980-03-09,M,S,0,0,1,Partial College,Clerical,Europe,Germany,Nordrhein-Westfalen,M├╝nchen,30000.00,2013-03-30
28544,Nicolas Shan,1985-04-14,M,S,0,0,1,Partial College,Clerical,Europe,Germany,Hessen,Salzgitter,30000.00,2013-10-20
28545,Micheal Ramos,1986-03-17,M,M,0,1,2,Partial High School,Manual,Europe,France,Essonne,Verrieres Le Buisson,20000.00,2013-06-23
28546,Alisha Xu,1986-02-23,F,M,0,1,2,Partial High School,Manual,Europe,France,Seine Saint Denis,Bobigny,20000.00,2013-06-29
28547,April Shen,1986-01-09,F,S,0,0,2,Partial High School,Manual,Europe,France,Seine (Paris),Paris,20000.00,2012-02-08
28548,Krista Ortega,1986-05-17,F,S,0,0,2,Partial High School,Manual,Europe,Germany,Hamburg,Hamburg,20000.00,2013-09-01
28549,Lydia Subram,1980-01-22,F,M,1,1,0,Bachelors,Skilled Manual,Europe,United Kingdom,England,Warrington,40000.00,2013-07-09
28550,Wayne Andersen,1978-06-18,M,S,0,1,2,Partial High School,Manual,Europe,France,Garonne (Haute),Colomiers,10000.00,2013-11-11
28551,Warren Xu,1978-06-11,M,S,0,1,2,Partial High School,Manual,Europe,France,Nord,Dunkerque,10000.00,2013-05-02
28552,Holly Subram,1978-04-13,F,S,0,0,2,Partial High School,Manual,Europe,United Kingdom,England,Reading,20000.00,2013-11-16
28553,Sabrina Serrano,1978-07-22,F,M,1,1,0,Bachelors,Skilled Manual,Europe,France,Charente-Maritime,Saint Ouen,40000.00,2012-03-12
28554,Natalie Sanders,1984-03-07,F,M,1,1,0,Bachelors,Skilled Manual,Europe,Germany,Nordrhein-Westfalen,Bottrop,40000.00,2013-09-29
28555,Monique Serrano,1979-01-09,F,M,1,1,1,Bachelors,Skilled Manual,Europe,Germany,Hamburg,Paderborn,40000.00,2013-09-29
28556,Isabel Gonzales,1978-12-18,F,M,1,1,1,Bachelors,Skilled Manual,Europe,Germany,Nordrhein-Westfalen,Solingen,40000.00,2013-10-24
28557,Casey Alvarez,1979-05-14,M,M,1,1,1,Bachelors,Skilled Manual,Europe,United Kingdom,England,Kirkby,40000.00,2013-07-11
28558,Dawn Stone,1977-07-02,F,S,0,0,2,Partial High School,Manual,Europe,Germany,Nordrhein-Westfalen,Solingen,20000.00,2013-11-30
28559,Billy Gutierrez,1983-07-24,M,M,0,0,1,High School,Manual,Europe,France,Seine Saint Denis,Tremblay-en-France,30000.00,2012-03-10
28560,Peggy Smith,1983-04-03,F,S,0,1,1,High School,Manual,Europe,France,Nord,Croix,30000.00,2012-03-03
28561,Carlos Kelly,1977-04-13,M,S,0,0,2,Partial High School,Manual,Europe,United Kingdom,England,Warrington,10000.00,2013-11-23
28562,Phillip Martinez,1978-01-07,M,M,1,1,1,Bachelors,Skilled Manual,Europe,France,Seine et Marne,Roissy en Brie,40000.00,2012-03-17
28563,Dennis Cai,1983-12-23,M,S,1,1,1,Partial College,Clerical,Europe,Germany,Hamburg,Berlin,40000.00,2013-10-08
28564,Alisha Deng,1983-09-07,F,S,2,1,0,Partial College,Clerical,Europe,Germany,Hessen,Frankfurt,40000.00,2013-11-28
28565,James Allen,1977-03-13,M,S,0,0,2,Partial High School,Manual,Europe,Germany,Hessen,Darmstadt,10000.00,2013-12-24
28566,Colin Sun,1976-12-20,M,S,0,0,2,Partial High School,Manual,Europe,Germany,Nordrhein-Westfalen,Hannover,20000.00,2014-01-24
28567,Ann Kapoor,1977-06-21,F,S,0,0,2,Partial High School,Manual,Europe,France,Seine Saint Denis,Saint-Denis,20000.00,2013-10-31
28568,Daisy Alonso,1975-10-11,F,M,2,1,0,Partial College,Clerical,Europe,Germany,Saarland,Saarlouis,40000.00,2013-11-23
28569,Dustin Jai,1982-09-21,M,M,2,1,1,Partial College,Clerical,Europe,France,Seine (Paris),Paris,40000.00,2012-03-07
28570,Jenna Turner,1977-06-22,F,S,2,0,2,Partial College,Clerical,Europe,United Kingdom,England,Kirkby,40000.00,2013-07-04
28571,Anna Torres,1980-04-10,F,S,3,0,1,Partial College,Clerical,North America,United States,California,Coronado,40000.00,2013-12-20
28572,Jeffery Ye,1979-07-02,M,M,3,1,2,Partial College,Clerical,North America,United States,Washington,Bellingham,40000.00,2013-05-08
28573,Tyrone Gill,1979-10-07,M,S,3,1,2,Partial College,Clerical,North America,United States,Washington,Burien,40000.00,2011-04-21
28574,Kayla Flores,1979-11-16,F,S,0,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Oak Bay,50000.00,2011-08-26
28575,Linda Gutierrez,1981-03-03,F,S,3,0,2,Partial College,Clerical,North America,Canada,British Columbia,Burnaby,40000.00,2013-09-08
28576,Sunil Uppal,1971-10-04,M,M,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Everett,80000.00,2013-10-29
28577,Austin Harris,1971-11-05,M,M,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Issaquah,80000.00,2013-07-23
28578,Zoe Rogers,1983-04-03,F,S,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Lynnwood,80000.00,2014-01-15
28579,Grace Ross,1971-12-16,F,S,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Oregon City,80000.00,2013-12-03
28580,Aimee Liu,1977-01-02,F,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Bellflower,80000.00,2011-04-20
28581,Allison Collins,1960-02-14,F,S,2,0,2,Partial High School,Manual,North America,Canada,British Columbia,Haney,20000.00,2013-12-02
28582,Olivia Hall,1960-02-23,F,S,3,0,2,Partial High School,Clerical,North America,United States,Oregon,Portland,20000.00,2013-09-28
28583,Ryan Long,1959-08-25,M,M,1,1,1,High School,Clerical,North America,United States,Washington,Walla Walla,30000.00,2011-04-19
28584,Rolando Smith,1959-10-31,F,M,1,1,1,High School,Clerical,North America,United States,California,Berkeley,30000.00,2011-04-16
28585,Julian Russell,1965-09-30,M,S,1,0,1,High School,Clerical,North America,United States,California,Burbank,30000.00,2013-08-19
28586,Gabriel Diaz,1965-07-19,M,M,1,1,1,Partial College,Clerical,North America,United States,California,Lemon Grove,40000.00,2011-04-18
28587,Xavier Harris,1959-08-24,M,M,1,1,1,Partial College,Clerical,North America,United States,California,Mill Valley,40000.00,2011-04-11
28588,Emma Griffin,1959-11-29,F,M,1,1,1,Partial College,Clerical,North America,United States,California,Torrance,40000.00,2011-04-13
28589,John Walker,1972-06-10,M,S,3,0,2,Partial High School,Clerical,North America,Canada,British Columbia,N. Vancouver,20000.00,2013-04-10
28590,Gabriel Jai,1961-01-14,M,S,3,0,2,Partial High School,Clerical,North America,United States,Oregon,Oregon City,20000.00,2013-03-19
28591,Mary Collins,1961-02-10,F,S,3,0,2,Partial High School,Clerical,North America,United States,California,Fremont,20000.00,2013-07-27
28592,Alyssa Johnson,1961-01-20,F,S,3,0,2,Partial High School,Clerical,North America,United States,California,San Gabriel,20000.00,2013-12-14
28593,Faith Peterson,1960-07-06,F,S,3,0,2,Partial High School,Clerical,North America,United States,California,Newport Beach,20000.00,2013-12-13
28594,Sydney Cooper,1966-05-04,F,S,3,1,2,Partial High School,Clerical,North America,United States,Oregon,W. Linn,20000.00,2013-08-13
28595,Xavier James,1960-08-08,M,S,3,0,2,Partial High School,Clerical,North America,United States,California,Lemon Grove,20000.00,2013-04-09
28596,Haley Butler,1961-04-03,F,S,3,0,2,Partial High School,Clerical,North America,United States,California,Redwood City,20000.00,2013-12-14
28597,Brianna Harris,1960-12-23,F,S,3,0,2,Partial High School,Clerical,North America,United States,California,Novato,20000.00,2013-04-18
28598,Wyatt Russell,1960-12-10,M,M,1,1,1,High School,Clerical,North America,United States,California,San Diego,30000.00,2011-04-02
28599,Stephanie Perry,1971-09-18,F,S,1,0,2,High School,Clerical,North America,United States,Washington,Spokane,30000.00,2013-04-28
28600,Destiny Clark,1971-08-22,F,S,1,0,2,High School,Clerical,North America,Canada,British Columbia,Westminster,30000.00,2013-03-30
28601,Christian Gonzales,1961-06-02,M,S,1,0,2,High School,Clerical,North America,United States,California,Oakland,30000.00,2013-04-03
28602,Isabella Morgan,1961-10-08,F,S,3,0,2,Partial High School,Clerical,North America,Canada,British Columbia,Haney,20000.00,2013-10-17
28603,Brian Bell,1967-09-03,M,M,3,0,2,Partial High School,Clerical,North America,United States,California,San Carlos,20000.00,2013-09-03
28604,Allison James,1961-12-01,F,S,3,0,2,Partial High School,Clerical,North America,United States,Oregon,Beaverton,20000.00,2013-02-05
28605,Caleb Coleman,1967-09-20,M,S,3,0,2,Partial High School,Clerical,North America,United States,California,Glendale,20000.00,2013-08-22
28606,Joshua Wilson,1961-10-02,M,S,3,0,2,Partial High School,Clerical,North America,United States,California,Oakland,20000.00,2013-03-11
28607,Hunter Sharma,1962-04-22,M,S,3,0,2,Partial High School,Clerical,North America,United States,Washington,Lynnwood,20000.00,2013-01-29
28608,Brian Richardson,1961-09-30,M,S,3,0,2,Partial High School,Clerical,North America,Canada,British Columbia,Victoria,20000.00,2013-11-12
28609,Jose Harris,1962-04-11,M,M,2,0,2,High School,Skilled Manual,North America,United States,Washington,Burien,30000.00,2013-10-16
28610,Jacqueline Bailey,1962-04-08,F,M,2,0,2,High School,Skilled Manual,North America,United States,Oregon,Lebanon,30000.00,2013-10-11
28611,Christian Alexander,1962-05-31,M,S,2,1,2,High School,Skilled Manual,North America,United States,Oregon,Salem,30000.00,2013-03-16
28612,Gabriel Roberts,1962-01-12,M,S,2,1,2,High School,Skilled Manual,North America,United States,California,Burbank,30000.00,2013-06-13
28613,James Campbell,1961-12-18,M,M,2,1,2,High School,Skilled Manual,North America,United States,Washington,Everett,30000.00,2013-11-25
28614,Luis Jenkins,1962-11-12,M,S,2,1,2,Partial High School,Clerical,North America,United States,Washington,Spokane,20000.00,2013-05-15
28615,Jonathan Flores,1973-12-05,M,M,2,1,2,Partial High School,Clerical,North America,United States,Oregon,Lebanon,20000.00,2013-05-03
28616,Sarah Harris,1974-01-01,F,S,2,1,2,High School,Skilled Manual,North America,United States,California,San Gabriel,30000.00,2013-12-03
28617,Noah Davis,1962-12-25,M,S,2,0,2,High School,Skilled Manual,North America,United States,Washington,Everett,30000.00,2013-12-17
28618,Katelyn Bailey,1969-09-18,F,M,2,1,2,High School,Skilled Manual,North America,United States,Washington,Seattle,30000.00,2011-05-24
28619,Brianna Bailey,1963-08-08,F,M,2,1,2,High School,Skilled Manual,North America,United States,California,National City,30000.00,2011-05-14
28620,Cole Richardson,1969-08-30,M,M,2,1,2,High School,Skilled Manual,North America,Canada,British Columbia,Metchosin,30000.00,2011-08-11
28621,Kristen Liu,1969-09-21,F,M,1,1,1,Partial College,Clerical,North America,United States,California,Barstow,40000.00,2011-05-16
28622,Julia Cooper,1975-03-09,F,M,1,1,1,Partial College,Clerical,North America,United States,California,Grossmont,40000.00,2013-08-15
28623,Marcus Turner,1969-02-28,M,M,1,0,1,Partial College,Clerical,North America,United States,California,Santa Cruz,40000.00,2013-03-22
28624,Carson Jenkins,1964-01-22,M,S,2,1,1,Partial College,Clerical,North America,Canada,British Columbia,Langford,40000.00,2011-08-17
28625,Logan Griffin,1964-07-11,M,S,2,0,1,Partial College,Clerical,North America,United States,Washington,Sedro Woolley,40000.00,2011-05-27
28626,Bailey Hernandez,1981-02-16,F,S,2,0,1,Partial College,Clerical,North America,Canada,British Columbia,Royal Oak,40000.00,2011-08-26
28627,Edward Collins,1964-12-19,M,S,2,0,1,Partial College,Clerical,North America,United States,California,Torrance,40000.00,2011-05-04
28628,Courtney Phillips,1964-07-05,F,S,2,0,1,Partial College,Clerical,North America,United States,Washington,Bremerton,40000.00,2011-05-08
28629,Cynthia Madan,1965-02-02,F,M,2,0,1,Partial College,Clerical,North America,United States,California,Bellflower,40000.00,2011-05-11
28630,Jack Zimmerman,1970-11-09,M,S,2,1,1,Partial College,Clerical,North America,Canada,British Columbia,Sooke,40000.00,2011-08-02
28631,Isaiah Phillips,1978-03-19,M,S,0,0,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,N. Vancouver,50000.00,2013-02-10
28632,Kathryn Nath,1979-03-11,F,M,0,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Beaverton,40000.00,2013-05-04
28633,Christina Howard,1979-01-23,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Redmond,40000.00,2013-04-27
28634,Nathan Mitchell,1978-09-19,M,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Salem,40000.00,2014-01-23
28635,Levi Gonzalez,1984-02-04,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Bellflower,40000.00,2011-05-17
28636,Victoria Bryant,1978-09-23,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Fremont,40000.00,2013-12-26
28637,Brandon Lee,1978-10-05,M,M,1,0,0,Graduate Degree,Skilled Manual,North America,United States,California,Imperial Beach,40000.00,2013-09-24
28638,Alexandra Thompson,1978-12-09,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,La Jolla,40000.00,2013-04-07
28639,Jacqueline Morgan,1979-04-23,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Lincoln Acres,40000.00,2013-06-26
28640,Bryce Cook,1977-08-02,M,S,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Langford,50000.00,2013-07-23
28641,Brittany Butler,1982-01-12,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Portland,50000.00,2013-09-08
28642,Lauren Ward,1977-01-01,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Colma,50000.00,2013-06-13
28643,Xavier Gray,1982-05-09,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Spring Valley,50000.00,2011-05-19
28644,Martha Chow,1982-10-30,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Burien,50000.00,2011-05-12
28645,Martin Fernandez,1976-10-11,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burlingame,50000.00,2011-05-05
28646,Alexis Moore,1977-11-29,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Oak Bay,50000.00,2011-08-20
28647,Hannah Foster,1983-09-06,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Port Hammond,50000.00,2011-08-20
28648,Dylan Harris,1977-10-22,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Royal Oak,50000.00,2011-08-01
28649,Nathan Martinez,1978-04-11,M,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burlingame,60000.00,2011-05-24
28650,Jessica Clark,1975-08-06,F,M,1,1,0,Bachelors,Skilled Manual,North America,United States,California,Novato,40000.00,2011-05-08
28651,Lauren Brown,1975-08-10,F,M,1,1,1,Bachelors,Skilled Manual,North America,United States,California,Berkeley,40000.00,2011-05-12
28652,Mariah Murphy,1975-12-21,F,M,1,1,1,Bachelors,Skilled Manual,North America,Canada,British Columbia,Langford,40000.00,2011-09-09
28653,Grace Williams,1976-03-08,F,M,1,1,1,Bachelors,Skilled Manual,North America,United States,California,Beverly Hills,40000.00,2011-05-02
28654,Miguel Nelson,1976-01-05,M,M,1,1,0,Graduate Degree,Professional,North America,United States,Oregon,Salem,60000.00,2011-05-08
28655,Devin Smith,1975-06-01,M,M,1,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Tacoma,60000.00,2011-05-08
28656,Lucas Murphy,1974-11-19,M,M,2,0,0,Bachelors,Skilled Manual,North America,Canada,British Columbia,Shawnee,60000.00,2011-08-29
28657,Ryan Hayes,1975-05-05,M,S,2,1,0,Bachelors,Skilled Manual,North America,United States,Oregon,Milwaukie,60000.00,2011-05-26
28658,Jasmine Bailey,1974-11-17,F,S,2,0,0,Bachelors,Skilled Manual,North America,United States,California,Lakewood,60000.00,2011-05-10
28659,Vanessa Simmons,1974-09-09,F,S,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,N. Vancouver,60000.00,2012-01-24
28660,Justin Anderson,1977-05-14,M,S,1,1,0,Graduate Degree,Professional,North America,United States,Oregon,Beaverton,60000.00,2011-05-01
28661,Dalton Ward,1982-04-06,M,S,1,0,0,Graduate Degree,Professional,North America,United States,Washington,Lynnwood,60000.00,2011-05-29
28662,Isaiah Murphy,1977-01-17,M,S,3,0,0,Graduate Degree,Professional,North America,United States,California,La Jolla,70000.00,2011-05-02
28663,Marcus Coleman,1974-12-02,M,S,1,0,0,Graduate Degree,Professional,North America,Canada,British Columbia,Vancouver,60000.00,2012-01-03
28664,Ashlee Sharma,1974-04-25,F,S,2,1,1,Bachelors,Skilled Manual,North America,United States,Oregon,Beaverton,70000.00,2011-05-01
28665,Donna Anand,1979-03-02,F,M,2,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Bellingham,70000.00,2011-05-28
28666,Kelvin Zhu,1979-10-18,M,M,2,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Bremerton,70000.00,2011-05-08
28667,Devin Williams,1974-06-26,M,S,2,0,1,Bachelors,Skilled Manual,North America,United States,Oregon,Corvallis,70000.00,2011-05-02
28668,Jeremy Parker,1973-03-07,M,S,0,0,1,Bachelors,Professional,North America,Canada,British Columbia,Port Hammond,40000.00,2013-03-23
28669,Jordan Carter,1976-01-06,M,S,1,0,0,Graduate Degree,Professional,North America,Canada,British Columbia,Cliffside,60000.00,2012-01-23
28670,Julia Gonzales,1981-02-23,F,M,2,1,0,Graduate Degree,Professional,North America,United States,Washington,Marysville,60000.00,2011-05-21
28671,Gabrielle Russell,1981-05-22,F,M,3,0,0,Graduate Degree,Professional,North America,United States,Washington,Puyallup,70000.00,2011-05-04
28672,Blake Johnson,1981-09-23,M,S,4,1,0,Graduate Degree,Professional,North America,United States,California,Los Angeles,70000.00,2011-05-07
28673,Arianna Reed,1981-06-04,F,M,4,0,0,Graduate Degree,Professional,North America,United States,California,Mill Valley,70000.00,2011-05-30
28674,Nathan Yang,1976-01-14,M,M,2,1,0,Graduate Degree,Professional,North America,United States,California,Santa Monica,80000.00,2011-05-25
28675,Angel Mitchell,1973-03-08,M,S,2,1,1,Bachelors,Skilled Manual,North America,United States,California,West Covina,60000.00,2011-05-08
28676,Alex Bailey,1973-04-18,M,S,2,0,1,Bachelors,Skilled Manual,North America,United States,California,Burbank,60000.00,2011-05-21
28677,Damien Tang,1977-08-09,M,S,3,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Bellingham,80000.00,2014-01-12
28678,Ben Adams,1971-10-31,M,S,3,0,1,Bachelors,Skilled Manual,North America,United States,Washington,Bremerton,80000.00,2011-05-24
28679,Julian Bryant,1971-09-07,M,S,0,0,0,Graduate Degree,Professional,North America,United States,Oregon,Salem,60000.00,2013-12-13
28680,Hannah Brown,1972-04-07,F,S,0,0,0,Graduate Degree,Professional,North America,United States,Oregon,Milwaukie,60000.00,2013-10-24
28681,Victoria Johnson,1971-09-15,F,M,0,1,0,Graduate Degree,Professional,North America,United States,Washington,Marysville,60000.00,2013-11-03
28682,Cassidy Perry,1983-05-19,F,M,0,1,0,Graduate Degree,Professional,North America,United States,California,Coronado,60000.00,2013-03-17
28683,Mallory Munoz,1981-10-05,F,S,1,0,1,High School,Manual,Europe,France,Yveline,Versailles,10000.00,2012-03-13
28684,Kristi Saunders,1976-06-10,F,M,2,1,0,High School,Manual,Europe,Germany,Hamburg,M├╝nchen,10000.00,2013-09-02
28685,Marshall Zhu,1981-03-12,M,M,2,1,0,High School,Manual,Europe,France,Seine Saint Denis,Drancy,10000.00,2012-03-02
28686,Sheena Jai,1975-09-20,F,S,2,1,0,High School,Manual,Europe,Germany,Hessen,Salzgitter,10000.00,2013-09-18
28687,Javier Gutierrez,1981-11-16,M,S,2,0,0,High School,Manual,Europe,Germany,Hamburg,Frankfurt am Main,10000.00,2013-07-09
28688,Margaret Ye,1976-03-07,F,S,0,0,0,Bachelors,Clerical,Europe,Germany,Saarland,M├╝nster,30000.00,2013-10-01
28689,Kelvin Zhang,1974-11-24,M,S,2,1,0,High School,Manual,Europe,France,Seine (Paris),Paris,10000.00,2012-04-19
28690,Cory Chandra,1975-10-07,M,S,0,1,0,Bachelors,Clerical,Europe,France,Essonne,Les Ulis,30000.00,2012-04-28
28691,Alejandro Andersen,1976-01-09,M,S,0,0,0,Bachelors,Clerical,Europe,Germany,Nordrhein-Westfalen,Paderborn,30000.00,2013-10-03
28692,Kristi Rowe,1981-11-21,F,S,0,0,0,Bachelors,Clerical,Europe,United Kingdom,England,London,30000.00,2013-12-10
28693,Tamara Chande,1975-10-06,F,S,0,0,0,Bachelors,Clerical,Europe,United Kingdom,England,London,30000.00,2013-12-14
28694,Larry Suarez,1976-01-14,M,M,0,1,0,Bachelors,Clerical,Europe,United Kingdom,England,Milton Keynes,30000.00,2013-01-15
28695,Mario Raji,1976-02-22,M,M,0,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Reading,40000.00,2013-07-14
28696,Robin Navarro,1976-03-04,F,S,0,1,0,Graduate Degree,Clerical,Europe,United Kingdom,England,Liverpool,40000.00,2013-08-07
